"DT_GERACAO";"HH_GERACAO";"AA_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"TP_PRESTACAO_CONTAS";"DT_PRESTACAO_CONTAS";"SQ_PRESTADOR_CONTAS";"SG_UF";"DS_TIPO_DOCUMENTO";"NR_DOCUMENTO";"CD_FONTE_DESPESA";"DS_FONTE_DESPESA";"CD_ORIGEM_DESPESA";"DS_ORIGEM_DESPESA";"CD_NATUREZA_DESPESA";"DS_NATUREZA_DESPESA";"CD_ESPECIE_RECURSO";"DS_ESPECIE_RECURSO";"SQ_DESPESA";"SQ_PARCELAMENTO_DESPESA";"DT_PAGTO_DESPESA";"DS_DESPESA";"VR_PAGTO_DESPESA"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"30/06/2025";4868555198;"AL";"Outro";"900020";1;"Outros Recursos";20120000;"Serviços prestados por terceiros";1;"Financeiro";0;"Cheque";72707760;55106318;"15/10/2024";"SERVIÇOS PRESTADOS";"1500,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"30/06/2025";4868555198;"AL";"Outro";"900055";1;"Outros Recursos";20120000;"Serviços prestados por terceiros";1;"Financeiro";0;"Cheque";72707760;55106319;"21/11/2024";"SERVIÇOS PRESTADOS";"2000,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"30/06/2025";4868555198;"AL";"Outro";"900056";1;"Outros Recursos";20120000;"Serviços prestados por terceiros";1;"Financeiro";0;"Cheque";72707760;55106320;"30/11/2024";"SERVIÇOS PRESTADOS";"2800,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"09/06/2025";4868542815;"AL";"Outro";"101162";1;"Outros Recursos";20120000;"Serviços prestados por terceiros";1;"Financeiro";19;"PIX";72582689;54976818;"11/10/2024";"FISCAL DE URNA";"150,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"09/06/2025";4868542815;"AL";"Outro";"101118";1;"Outros Recursos";20120000;"Serviços prestados por terceiros";1;"Financeiro";19;"PIX";72582699;54976877;"11/10/2024";"FISCAL DE URNA";"150,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"09/06/2025";4868542815;"AL";"Outro";"101064";1;"Outros Recursos";20120000;"Serviços prestados por terceiros";1;"Financeiro";19;"PIX";72582650;54976723;"10/10/2024";"FISCAL DE URNA";"150,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"09/06/2025";4868542815;"AL";"Outro";"101040";1;"Outros Recursos";20120000;"Serviços prestados por terceiros";1;"Financeiro";19;"PIX";72582655;54976758;"10/10/2024";"FISCAL DE URNA";"150,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"09/06/2025";4868542815;"AL";"Outro";"101139";1;"Outros Recursos";20120000;"Serviços prestados por terceiros";1;"Financeiro";19;"PIX";72582660;54976795;"11/10/2024";"FISCAL DE URNA";"150,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"09/06/2025";4868542815;"AL";"Outro";"101169";1;"Outros Recursos";20120000;"Serviços prestados por terceiros";1;"Financeiro";19;"PIX";72582691;54976825;"11/10/2024";"FISCAL DE URNA";"150,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"09/06/2025";4868542815;"AL";"Outro";"101407";1;"Outros Recursos";20120000;"Serviços prestados por terceiros";1;"Financeiro";19;"PIX";72582706;54976934;"14/10/2024";"FISCAL DE URNA";"150,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"09/06/2025";4868542815;"AL";"Outro";"101451";1;"Outros Recursos";20120000;"Serviços prestados por terceiros";1;"Financeiro";19;"PIX";72582428;54976904;"14/10/2024";"FISCAL DE URNA";"150,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"09/06/2025";4868542815;"AL";"Outro";"101484";1;"Outros Recursos";20120000;"Serviços prestados por terceiros";1;"Financeiro";19;"PIX";72582438;54976982;"14/10/2024";"FISCAL DE URNA";"200,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"09/06/2025";4868542815;"AL";"Outro";"101046";1;"Outros Recursos";20120000;"Serviços prestados por terceiros";1;"Financeiro";19;"PIX";72582455;54976764;"10/10/2024";"FISCAL DE URNA";"150,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"09/06/2025";4868542815;"AL";"Outro";"101140";1;"Outros Recursos";20120000;"Serviços prestados por terceiros";1;"Financeiro";19;"PIX";72582461;54976796;"11/10/2024";"FISCAL DE URNA";"150,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"09/06/2025";4868542815;"AL";"Outro";"101179";1;"Outros Recursos";20120000;"Serviços prestados por terceiros";1;"Financeiro";19;"PIX";72582506;54976835;"11/10/2024";"FISCAL DE URNA";"150,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"09/06/2025";4868542815;"AL";"Outro";"101461";1;"Outros Recursos";20120000;"Serviços prestados por terceiros";1;"Financeiro";19;"PIX";72582555;54976914;"14/10/2024";"FISCAL DE URNA";"150,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"09/06/2025";4868542815;"AL";"Outro";"101462";1;"Outros Recursos";20120000;"Serviços prestados por terceiros";1;"Financeiro";19;"PIX";72582556;54976915;"14/10/2024";"FISCAL DE URNA";"150,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"09/06/2025";4868542815;"AL";"Outro";"101119";1;"Outros Recursos";20120000;"Serviços prestados por terceiros";1;"Financeiro";19;"PIX";72582586;54976878;"11/10/2024";"FISCAL DE URNA";"150,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"09/06/2025";4868542815;"AL";"Outro";"101123";1;"Outros Recursos";20120000;"Serviços prestados por terceiros";1;"Financeiro";19;"PIX";72582587;54976881;"11/10/2024";"FISCAL DE URNA";"150,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"09/06/2025";4868542815;"AL";"Outro";"101444";1;"Outros Recursos";20120000;"Serviços prestados por terceiros";1;"Financeiro";19;"PIX";72582588;54976897;"14/10/2024";"FISCAL DE URNA";"150,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"09/06/2025";4868542815;"AL";"Outro";"101164";1;"Outros Recursos";20120000;"Serviços prestados por terceiros";1;"Financeiro";19;"PIX";72582626;54976820;"11/10/2024";"FISCAL DE URNA";"150,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"09/06/2025";4868542815;"AL";"Outro";"101036";1;"Outros Recursos";20120000;"Serviços prestados por terceiros";1;"Financeiro";19;"PIX";72582417;54976754;"10/10/2024";"FISCAL DE URNA";"150,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"09/06/2025";4868542815;"AL";"Outro";"101102";1;"Outros Recursos";20120000;"Serviços prestados por terceiros";1;"Financeiro";19;"PIX";72582423;54976860;"11/10/2024";"FISCAL DE URNA";"150,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"09/06/2025";4868542815;"AL";"Outro";"101421";1;"Outros Recursos";20120000;"Serviços prestados por terceiros";1;"Financeiro";19;"PIX";72582432;54976954;"14/10/2024";"FISCAL DE URNA";"150,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"09/06/2025";4868542815;"AL";"Outro";"101430";1;"Outros Recursos";20120000;"Serviços prestados por terceiros";1;"Financeiro";19;"PIX";72582434;54976963;"14/10/2024";"FISCAL DE URNA";"150,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"09/06/2025";4868542815;"AL";"Outro";"101473";1;"Outros Recursos";20120000;"Serviços prestados por terceiros";1;"Financeiro";19;"PIX";72582436;54976971;"14/10/2024";"FISCAL DE URNA";"200,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"09/06/2025";4868542815;"AL";"Outro";"101427";1;"Outros Recursos";20120000;"Serviços prestados por terceiros";1;"Financeiro";19;"PIX";72582521;54976960;"14/10/2024";"FISCAL DE URNA";"150,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"09/06/2025";4868542815;"AL";"Outro";"101054";1;"Outros Recursos";20120000;"Serviços prestados por terceiros";1;"Financeiro";19;"PIX";72582532;54976772;"10/10/2024";"FISCAL DE URNA";"150,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"09/06/2025";4868542815;"AL";"Outro";"101159";1;"Outros Recursos";20120000;"Serviços prestados por terceiros";1;"Financeiro";19;"PIX";72582543;54976815;"11/10/2024";"FISCAL DE URNA";"150,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"09/06/2025";4868542815;"AL";"Outro";"101150";1;"Outros Recursos";20120000;"Serviços prestados por terceiros";1;"Financeiro";19;"PIX";72582576;54976806;"11/10/2024";"FISCAL DE URNA";"150,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"04/11/2024";4868542116;"AL";"#NULO";"551961000187";0;"Fundo Partidário";20240000;"Doações financeiras a outros candidatos/partidos";1;"Financeiro";1;"Transferência eletrônica";66578620;49173996;"02/10/2024";"#NULO";"15000,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"05/11/2024";4868544630;"AL";"#NULO";"300947";1;"Outros Recursos";20240000;"Doações financeiras a outros candidatos/partidos";1;"Financeiro";19;"PIX";68473257;50962629;"30/09/2024";"#NULO";"5000,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"02/07/2025";4868534501;"AL";"Outro";"110102";1;"Outros Recursos";20360001;"Serviços advocatícios";1;"Financeiro";19;"PIX";72719035;55119734;"01/11/2024";"CONTRATAÇÃO P/ DEFESA ESPECIFICA CONF. O CONTRATO";"2000,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"02/07/2025";4868534501;"AL";"Outro";"110101";1;"Outros Recursos";20360001;"Serviços advocatícios";1;"Financeiro";1;"Transferência eletrônica";72719035;55119735;"01/11/2024";"CONTRATAÇÃO P/ DEFESA ESPECIFICA CONF. O CONTRATO";"3000,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"13/12/2024";5010404056;"AL";"Outro";"100838";1;"Outros Recursos";20120000;"Serviços prestados por terceiros";1;"Financeiro";19;"PIX";71259431;53649226;"08/10/2024";"SERVIÇO DE FISCAL DE URNA";"150,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"13/12/2024";5010404056;"AL";"Outro";"100836";1;"Outros Recursos";20120000;"Serviços prestados por terceiros";1;"Financeiro";19;"PIX";71259453;53649283;"08/10/2024";"SERVIÇO DE FISCAL DE URNA";"150,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"19/05/2025";4868542143;"AL";"#NULO";"552646000023675";2;"Fundo Especial de Financiamento de Campanha";20240000;"Doações financeiras a outros candidatos/partidos";1;"Financeiro";1;"Transferência eletrônica";72435568;54826509;"26/09/2024";"#NULO";"4000,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"05/11/2024";4878545718;"AL";"#NULO";"550049000043449";2;"Fundo Especial de Financiamento de Campanha";20240000;"Doações financeiras a outros candidatos/partidos";1;"Financeiro";1;"Transferência eletrônica";67159034;49725426;"05/09/2024";"#NULO";"3000,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"05/11/2024";4868542115;"AL";"#NULO";"#NULO";2;"Fundo Especial de Financiamento de Campanha";20210000;"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";1;"Financeiro";8;"Débito em conta";66832479;49417764;"02/09/2024";"TARIFA BANCARIA";"3,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"05/11/2024";4878545718;"AL";"#NULO";"554369000016014";2;"Fundo Especial de Financiamento de Campanha";20240000;"Doações financeiras a outros candidatos/partidos";1;"Financeiro";1;"Transferência eletrônica";67159215;49725247;"06/09/2024";"#NULO";"10000,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"08/11/2024";4868533062;"AL";"Nota Fiscal";"124593";2;"Fundo Especial de Financiamento de Campanha";20220000;"Produção de programas de rádio, televisão ou vídeo";1;"Financeiro";1;"Transferência eletrônica";69114332;51576705;"03/09/2024";"PROD DE FOTOG E VT P/ INS PARTID - 18 CAND MASC";"166666,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"08/11/2024";4868533062;"AL";"Nota Fiscal";"699752222";2;"Fundo Especial de Financiamento de Campanha";20360001;"Serviços advocatícios";1;"Financeiro";1;"Transferência eletrônica";69114323;51576710;"20/09/2024";"SERVIÇOS DE ASSESSORIA E CONSULTORIA JURIDICA";"22500,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"08/11/2024";4868533062;"AL";"Nota Fiscal";"699979309";2;"Fundo Especial de Financiamento de Campanha";20360001;"Serviços advocatícios";1;"Financeiro";1;"Transferência eletrônica";69114323;51576711;"20/09/2024";"SERVIÇOS DE ASSESSORIA E CONSULTORIA JURIDICA";"13500,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"09/06/2025";4868542815;"AL";"Outro";"101419";1;"Outros Recursos";20120000;"Serviços prestados por terceiros";1;"Financeiro";19;"PIX";72582597;54976952;"14/10/2024";"FISCAL DE URNA";"150,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"09/06/2025";4868542815;"AL";"Outro";"101476";1;"Outros Recursos";20120000;"Serviços prestados por terceiros";1;"Financeiro";19;"PIX";72582601;54976974;"14/10/2024";"FISCAL DE URNA";"200,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"09/06/2025";4868542815;"AL";"Outro";"101408";1;"Outros Recursos";20120000;"Serviços prestados por terceiros";1;"Financeiro";19;"PIX";72582607;54977000;"14/10/2024";"FISCAL DE URNA";"200,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"29/11/2024";4868553167;"AL";"Nota Fiscal";"090905";1;"Outros Recursos";20070000;"Locação/cessão de bens móveis (exceto veículos)";1;"Financeiro";19;"PIX";70943678;53336439;"10/09/2024";"LOCAÇÃO DE ILUMINAÇÃO DE PALCO  | LOCÇÃO DE PAINEL DE LED";"6000,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"29/11/2024";4868553167;"AL";"Nota Fiscal";"090908";1;"Outros Recursos";20120000;"Serviços prestados por terceiros";1;"Financeiro";19;"PIX";70943733;53336442;"10/09/2024";"SERVIÇOS DE MONTAGEM DE TABLADO MEDIINDO 11X4,40";"1200,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"29/11/2024";4868553167;"AL";"Outro";"100714";1;"Outros Recursos";20050000;"Despesas com transporte ou deslocamento";1;"Financeiro";19;"PIX";70943705;53336458;"07/10/2024";"SERVIÇO DE TRANSPORTE DE ELEITORES E SIMPATIZANTES";"700,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"29/11/2024";4868553167;"AL";"Outro";"100903";1;"Outros Recursos";20120000;"Serviços prestados por terceiros";1;"Financeiro";19;"PIX";70943735;53336461;"09/10/2024";"SERVIÇOS DE FISCAL ELEITORAL";"100,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"29/11/2024";4868553167;"AL";"Outro";"100917";1;"Outros Recursos";20120000;"Serviços prestados por terceiros";1;"Financeiro";19;"PIX";70943720;53336475;"09/10/2024";"SERVIÇOS DE FISCAL ELEITORAL";"100,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"08/11/2024";4868542553;"AL";"Outro";"110404";1;"Outros Recursos";20800000;"Atividades de militância e mobilização de rua";1;"Financeiro";1;"Transferência eletrônica";69182217;51647318;"04/11/2024";"FISCAL";"100,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"08/11/2024";4868542553;"AL";"Outro";"110475";1;"Outros Recursos";20800000;"Atividades de militância e mobilização de rua";1;"Financeiro";19;"PIX";69182126;51647334;"04/11/2024";"FISCAL";"100,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"08/11/2024";4868542553;"AL";"Outro";"110416";1;"Outros Recursos";20800000;"Atividades de militância e mobilização de rua";1;"Financeiro";1;"Transferência eletrônica";69182140;51647351;"04/11/2024";"FISCAL";"100,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"08/11/2024";4868542553;"AL";"Outro";"110417";1;"Outros Recursos";20800000;"Atividades de militância e mobilização de rua";1;"Financeiro";1;"Transferência eletrônica";69182141;51647353;"04/11/2024";"FISCAL";"100,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"08/11/2024";4868542553;"AL";"Outro";"110515";1;"Outros Recursos";20800000;"Atividades de militância e mobilização de rua";1;"Financeiro";19;"PIX";69182205;51647364;"05/11/2024";"FISCAL";"100,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"08/11/2024";4868542553;"AL";"Outro";"110453";1;"Outros Recursos";20800000;"Atividades de militância e mobilização de rua";1;"Financeiro";19;"PIX";69182146;51647380;"04/11/2024";"FISCAL";"100,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"08/11/2024";4868542553;"AL";"Outro";"110496";1;"Outros Recursos";20800000;"Atividades de militância e mobilização de rua";1;"Financeiro";19;"PIX";69182211;51647396;"04/11/2024";"FISCAL";"100,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"08/11/2024";4868542553;"AL";"Outro";"110504";1;"Outros Recursos";20800000;"Atividades de militância e mobilização de rua";1;"Financeiro";19;"PIX";69182165;51647400;"05/11/2024";"FISCAL";"100,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"28/10/2024";4868542140;"AL";"#NULO";"00148607";2;"Fundo Especial de Financiamento de Campanha";20240000;"Doações financeiras a outros candidatos/partidos";1;"Financeiro";1;"Transferência eletrônica";63994601;46754617;"30/08/2024";"#NULO";"5000,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"04/11/2024";4868542116;"AL";"#NULO";"552361000021203";0;"Fundo Partidário";20240000;"Doações financeiras a outros candidatos/partidos";1;"Financeiro";1;"Transferência eletrônica";66578633;49173960;"17/09/2024";"#NULO";"20000,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"05/11/2024";4878545718;"AL";"#NULO";"551054000050115";2;"Fundo Especial de Financiamento de Campanha";20240000;"Doações financeiras a outros candidatos/partidos";1;"Financeiro";1;"Transferência eletrônica";67159012;49725221;"03/09/2024";"#NULO";"8000,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"05/11/2024";4878545718;"AL";"#NULO";"558142000003403";2;"Fundo Especial de Financiamento de Campanha";20240000;"Doações financeiras a outros candidatos/partidos";1;"Financeiro";1;"Transferência eletrônica";67159293;49725371;"04/09/2024";"#NULO";"8000,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"28/05/2025";4868549562;"AL";"#NULO";"#NULO";1;"Outros Recursos";20210000;"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";1;"Financeiro";8;"Débito em conta";72505195;54876852;"15/10/2024";"TARIFAS BANCARIAS";"3,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"05/11/2024";4868542150;"AL";"#NULO";"92509";2;"Fundo Especial de Financiamento de Campanha";20240000;"Doações financeiras a outros candidatos/partidos";1;"Financeiro";19;"PIX";67783207;50296230;"25/09/2024";"#NULO";"10000,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"05/11/2024";4878545718;"AL";"#NULO";"91301";2;"Fundo Especial de Financiamento de Campanha";20240000;"Doações financeiras a outros candidatos/partidos";1;"Financeiro";1;"Transferência eletrônica";67159105;49725448;"13/09/2024";"#NULO";"2000,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"05/11/2024";4878545718;"AL";"#NULO";"#NULO";2;"Fundo Especial de Financiamento de Campanha";20210000;"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";1;"Financeiro";8;"Débito em conta";67159079;49725209;"04/09/2024";"TAR DOC/TED ELETRÔNICO";"24,60"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"28/10/2024";4868542140;"AL";"#NULO";"00135513";2;"Fundo Especial de Financiamento de Campanha";20240000;"Doações financeiras a outros candidatos/partidos";1;"Financeiro";1;"Transferência eletrônica";63994527;46754742;"06/09/2024";"#NULO";"26000,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"13/05/2025";5049395884;"AL";"Outro";"36724783442";0;"Fundo Partidário";20120000;"Serviços prestados por terceiros";1;"Financeiro";19;"PIX";72382652;54772732;"08/10/2024";"SERVIÇO PRESTADO FISCAL";"100,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"13/05/2025";5049395884;"AL";"Outro";"36737723212";0;"Fundo Partidário";20120000;"Serviços prestados por terceiros";1;"Financeiro";19;"PIX";72382666;54772757;"08/10/2024";"SERVIÇO PRESTADO FISCAL";"100,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"13/05/2025";5049395884;"AL";"Outro";"36734081892";0;"Fundo Partidário";20120000;"Serviços prestados por terceiros";1;"Financeiro";19;"PIX";72382591;54772772;"08/10/2024";"SERVIÇO PRESTADO FISCAL";"100,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"07/12/2024";4896310686;"AL";"Nota Fiscal";"091621";2;"Fundo Especial de Financiamento de Campanha";20600000;"Cessão ou locação de veículos";1;"Financeiro";19;"PIX";71165959;53556407;"09/09/2024";"LOCACAO DE MINITRIO PARA PERIODO ELEITORAL 2024";"35000,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"07/12/2024";4896310686;"AL";"Nota Fiscal";"101042";2;"Fundo Especial de Financiamento de Campanha";20110000;"Publicidade por adesivos";1;"Financeiro";19;"PIX";71165985;53556398;"10/09/2024";"ADESIVOS 30X10 VER. ARAUJO | ADESIVOS 30X10 VER. BRUNA | ADESIVOS 30X10 VER. CELIANE | ADESIVOS 30X10 VER. DANY | ADESIVOS 30X10 VER. DEYVISSON | ADESIVOS 30X10 VER. FABIO | ADESIVOS 30X10 VER. LAURA | ADESIVOS 30X10 VER. MARIA JOSE | ADESIVOS 30X10 ...";"11520,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"05/11/2024";4878545718;"AL";"#NULO";"#NULO";2;"Fundo Especial de Financiamento de Campanha";20210000;"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";1;"Financeiro";8;"Débito em conta";67158869;49725249;"10/09/2024";"TARIFA TRANSF RECURSO-E/I";"13,50"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"02/07/2025";4868534501;"AL";"#NULO";"#NULO";1;"Outros Recursos";20210000;"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito";1;"Financeiro";8;"Débito em conta";72719029;55119731;"03/09/2024";"TARIFA BANCARIA CONFORME EXTRATO";"12,30"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"05/11/2024";4878545718;"AL";"#NULO";"550197000018269";2;"Fundo Especial de Financiamento de Campanha";20240000;"Doações financeiras a outros candidatos/partidos";1;"Financeiro";1;"Transferência eletrônica";67159299;49725405;"04/09/2024";"#NULO";"8000,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"28/10/2024";4868542140;"AL";"#NULO";"09828180";2;"Fundo Especial de Financiamento de Campanha";20240000;"Doações financeiras a outros candidatos/partidos";1;"Financeiro";1;"Transferência eletrônica";63994500;46754707;"26/09/2024";"#NULO";"10000,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"28/10/2024";4868542140;"AL";"#NULO";"18815443";2;"Fundo Especial de Financiamento de Campanha";20240000;"Doações financeiras a outros candidatos/partidos";1;"Financeiro";1;"Transferência eletrônica";63994600;46754607;"02/09/2024";"#NULO";"230000,00"
"19/07/2025";"23:00:15";2024;2;"Ordinária";"Final";"28/10/2024";4868542140;"AL";"#NULO";"07113209";2;"Fundo Especial de Financiamento de Campanha";20240000;"Doações financeiras a outros candidatos/partidos";1;"Financeiro";1;"Transferência eletrônica";63994576;46754768;"24/09/2024";"#NULO";"13500,00"
