"DT_GERACAO";"HH_GERACAO";"AA_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"TP_PRESTACAO_CONTAS";"DT_PRESTACAO_CONTAS";"SQ_PRESTADOR_CONTAS";"SG_UF";"DS_TIPO_DOCUMENTO";"NR_DOCUMENTO";"CD_FONTE_DESPESA";"DS_FONTE_DESPESA";"CD_ORIGEM_DESPESA";"DS_ORIGEM_DESPESA";"CD_NATUREZA_DESPESA";"DS_NATUREZA_DESPESA";"CD_ESPECIE_RECURSO";"DS_ESPECIE_RECURSO";"SQ_DESPESA";"SQ_PARCELAMENTO_DESPESA";"DT_PAGTO_DESPESA";"DS_DESPESA";"VR_PAGTO_DESPESA"
"17/07/2025";"23:00:22";2024;2;"Ordinária";"Final";"29/11/2024";4868542138;"PB";"Nota Fiscal";"100702";1;"Outros Recursos";20140000;"Publicidade por materiais impressos";1;"Financeiro";19;"PIX";70939516;53332046;"07/10/2024";"ADESIVO PARA CARRO FORMATO 150X400MM PERSONALIZADO | ADESIVO PERFURADO PERFURADO PERSONALIZADO | BANDEIRA FORMATO 700X1000MM PERSONALIZADO | COLINHAS FORMATO 68X95MM PERSONALIZADO | PRAGUINHAS FORMATO 68X68MM ADESIVO PERSONALIZADO | SANTAO FORMATO 95...";"1238,00"
"17/07/2025";"23:00:22";2024;2;"Ordinária";"Final";"29/11/2024";4868542138;"PB";"Nota Fiscal";"92603";1;"Outros Recursos";20140000;"Publicidade por materiais impressos";1;"Financeiro";19;"PIX";70939533;53332067;"26/09/2024";"ADESIVO PARA CARRO FORMATO 150X400MM PERSONALIZADO | ADESIVO PERFURADO PERFURADO PERSONALIZADO | BANDEIRA FORMATO 700X1000MM PERSONALIZADO | COLINHAS FORMATO 68X95MM PERSONALIZADO | PRAGUINHAS FORMATO 68X68MM ADESIVO PERSONALIZADO | SANTAO FORMATO 95...";"1238,00"
"17/07/2025";"23:00:22";2024;2;"Ordinária";"Final";"29/11/2024";4868542138;"PB";"Nota Fiscal";"100203";1;"Outros Recursos";20140000;"Publicidade por materiais impressos";1;"Financeiro";19;"PIX";70939570;53332050;"02/10/2024";"ADESIVO PARA CARRO FORMATO 150X400MM PERSONALIZADO | ADESIVO PERFURADO PERFURADO PERSONALIZADO | BANDEIRA FORMATO 700X1000MM PERSONALIZADO | COLINHAS FORMATO 68X95MM PERSONALIZADO | PRAGUINHAS FORMATO 68X68MM ADESIVO PERSONALIZADO | SANTAO FORMATO 95...";"1238,00"
"17/07/2025";"23:00:22";2024;2;"Ordinária";"Final";"29/11/2024";4868542138;"PB";"Nota Fiscal";"100105";1;"Outros Recursos";20140000;"Publicidade por materiais impressos";1;"Financeiro";19;"PIX";70939572;53332052;"01/10/2024";"ADESIVO PARA CARRO FORMATO 150X400MM PERSONALIZADO | ADESIVO PERFURADO PERFURADO PERSONALIZADO | BANDEIRA FORMATO 700X1000MM PERSONALIZADO | COLINHAS FORMATO 68X95MM PERSONALIZADO | PRAGUINHAS FORMATO 68X68MM ADESIVO PERSONALIZADO | SANTAO FORMATO 95...";"1238,00"
"17/07/2025";"23:00:22";2024;2;"Ordinária";"Final";"29/11/2024";4868542138;"PB";"Nota Fiscal";"93001";1;"Outros Recursos";20140000;"Publicidade por materiais impressos";1;"Financeiro";19;"PIX";70939672;53332055;"30/09/2024";"ADESIVO PARA CARRO FORMATO 150X400MM PERSONALIZADO | ADESIVO PERFURADO PERFURADO PERSONALIZADO | BANDEIRA FORMATO 700X1000MM PERSONALIZADO | COLINHAS FORMATO 68X95MM PERSONALIZADO | PRAGUINHAS FORMATO 68X68MM ADESIVO PERSONALIZADO | SANTAO FORMATO 95...";"1238,00"
"17/07/2025";"23:00:22";2024;2;"Ordinária";"Final";"29/11/2024";4868542138;"PB";"Nota Fiscal";"92402";2;"Fundo Especial de Financiamento de Campanha";20140000;"Publicidade por materiais impressos";1;"Financeiro";19;"PIX";70939693;53332110;"24/09/2024";"ADESIVO CARRO 150X400MM MARCOS ALEXANDRE | ADESIVO PERFURADO 330X800MM MARCOS ALEXANDRE | BANDEIRA 700X1000MM MARCOS ALEXANDRE | COLINHAS 68X95MM MARCOS ALEXANDRE | PRAGUINHAS 68X68MM MARCOS ALEXANDRE | SANTAO 95X136MM MARCOS ALEXANDRE | SANTINHOS 68...";"1238,00"
"17/07/2025";"23:00:22";2024;2;"Ordinária";"Final";"29/11/2024";4868542138;"PB";"Nota Fiscal";"92601";2;"Fundo Especial de Financiamento de Campanha";20140000;"Publicidade por materiais impressos";1;"Financeiro";19;"PIX";70939694;53332115;"26/09/2024";"ADESIVO CARRO 150X400MM ROBERVAL DA SILVA | ADESIVO PERFURADO 330X800MM ROBERVAL DA SILVA | BANDEIRA 700X1000MM ROBERVAL DA SILVA | COLINHAS 68X95MM ROBERVAL DA SILVA | PRAGUINHAS 68X68MM ROBERVAL DA SILVA | SANTAO 95X136MM ROBERVAL DA SILVA | SANTIN...";"1238,00"
"17/07/2025";"23:00:22";2024;2;"Ordinária";"Final";"29/11/2024";4868542138;"PB";"Nota Fiscal";"93004";2;"Fundo Especial de Financiamento de Campanha";20140000;"Publicidade por materiais impressos";1;"Financeiro";19;"PIX";70939695;53332119;"30/09/2024";"ADESIVO CARRO 150X400MM LUIZ CARLOS | ADESIVO PERFURADO 330X800MM LUIZ CARLOS | BANDEIRA 700X1000MM LUIZ CARLOS | COLINHAS 68X95MM LUIZ CARLOS | PRAGUINHAS 68X68MM LUIZ CARLOS | SANTAO 95X136MM LUIZ CARLOS | SANTINHOS 68X95MM LUIZ CARLOS";"1238,00"
"17/07/2025";"23:00:22";2024;2;"Ordinária";"Final";"29/11/2024";4868542138;"PB";"Nota Fiscal";"93004";2;"Fundo Especial de Financiamento de Campanha";20140000;"Publicidade por materiais impressos";1;"Financeiro";19;"PIX";70939702;53332152;"30/09/2024";"DOBRADA MARIA INES MATERIAIS IMPRESSOS";"1238,00"
"17/07/2025";"23:00:22";2024;2;"Ordinária";"Final";"29/11/2024";4868542138;"PB";"Nota Fiscal";"92401";2;"Fundo Especial de Financiamento de Campanha";20140000;"Publicidade por materiais impressos";1;"Financeiro";19;"PIX";70939708;53332181;"24/09/2024";"MATERIAIS GRÁFICOS MARIA DA VITORIA";"1238,00"
"17/07/2025";"23:00:22";2024;2;"Ordinária";"Final";"29/11/2024";4868542138;"PB";"Nota Fiscal";"92604";1;"Outros Recursos";20140000;"Publicidade por materiais impressos";1;"Financeiro";19;"PIX";70939101;53332066;"26/09/2024";"ADESIVO PARA CARRO FORMATO 150X400MM PERSONALIZADO | ADESIVO PERFURADO PERFURADO PERSONALIZADO | BANDEIRA FORMATO 700X1000MM PERSONALIZADO | COLINHAS FORMATO 68X95MM PERSONALIZADO | PRAGUINHAS FORMATO 68X68MM ADESIVO PERSONALIZADO | SANTAO FORMATO 95...";"1238,00"
"17/07/2025";"23:00:22";2024;2;"Ordinária";"Final";"29/11/2024";4868542138;"PB";"Nota Fiscal";"92501";1;"Outros Recursos";20140000;"Publicidade por materiais impressos";1;"Financeiro";19;"PIX";70939287;53332069;"25/09/2024";"ADESIVO PARA CARRO FORMATO 150X400MM PERSONALIZADO | ADESIVO PERFURADO PERFURADO PERSONALIZADO | BANDEIRA FORMATO 700X1000MM PERSONALIZADO | COLINHAS FORMATO 68X95MM PERSONALIZADO | PRAGUINHAS FORMATO 68X68MM ADESIVO PERSONALIZADO | SANTAO FORMATO 95...";"1238,00"
"17/07/2025";"23:00:22";2024;2;"Ordinária";"Final";"29/11/2024";4868542138;"PB";"Nota Fiscal";"92602";2;"Fundo Especial de Financiamento de Campanha";20140000;"Publicidade por materiais impressos";1;"Financeiro";19;"PIX";70939475;53332178;"26/09/2024";"MATERIAIS GRÁFICOS SIMONE LUCIANA";"1238,00"
"17/07/2025";"23:00:22";2024;2;"Ordinária";"Final";"29/11/2024";4868542138;"PB";"Nota Fiscal";"100701";1;"Outros Recursos";20140000;"Publicidade por materiais impressos";1;"Financeiro";19;"PIX";70939538;53332074;"05/10/2024";"ADESIVO CARRO 150X400MM ALTAMIR | ADESIVO PERFURADO ALTAMIR | BANDEIRA 700X1000MM ALTAMIR | COLINHAS 68X95MM ALTAMIR | PRAGUINHAS 68X68MM ALTAMIR | SANTAO 95X136MM ALTAMIR | SANTINHOS 68X95MM ALTAMIR";"1238,00"
"17/07/2025";"23:00:22";2024;2;"Ordinária";"Final";"29/11/2024";4868542138;"PB";"Nota Fiscal";"100301";2;"Fundo Especial de Financiamento de Campanha";20140000;"Publicidade por materiais impressos";1;"Financeiro";19;"PIX";70939699;53332133;"03/10/2024";"ADESIVO PARA CARRO FORMATO 150X400MM | ADESIVO PERFURADO FORMATO 330X800MM | BANDEIRA FORMATO 700X1000MM PERSONALIZADO  | COLINHAS FORMATO 68X95MM COR 4X4 COUCHE | PRAGUINHAS FORMATO 68X68MM COR 4X0 | SANTAO FORMATO 95X136MM COR 4X4 COUCHE | SANTINHO...";"1238,00"
"17/07/2025";"23:00:22";2024;2;"Ordinária";"Final";"29/11/2024";4868542138;"PB";"Nota Fiscal";"100203";2;"Fundo Especial de Financiamento de Campanha";20140000;"Publicidade por materiais impressos";1;"Financeiro";19;"PIX";70939115;53332130;"02/10/2024";"ADESIVO CARRO FORMATO DANNILO PINHEIRO | ADESIVO PERFURADO 330X800MM DANNILO PINHEIRO | BANDEIRA 700X1000MM DANNILO PINHEIRO | COLINHAS 68X95MM DANNILO PINHEIRO | PRAGUINHAS 68X68MM DANNILO PINHEIRO | SANTAO 95X136MM DANNILO PINHEIRO | SANTINHOS 68X9...";"1238,00"
"17/07/2025";"23:00:22";2024;2;"Ordinária";"Final";"29/11/2024";4868542138;"PB";"Nota Fiscal";"93008";1;"Outros Recursos";20140000;"Publicidade por materiais impressos";1;"Financeiro";19;"PIX";70939271;53332056;"30/09/2024";"ADESIVO PARA CARRO FORMATO 150X400MM PERSONALIZADO | ADESIVO PERFURADO PERFURADO PERSONALIZADO | BANDEIRA FORMATO 700X1000MM PERSONALIZADO | COLINHAS FORMATO 68X95MM PERSONALIZADO | PRAGUINHAS FORMATO 68X68MM ADESIVO PERSONALIZADO | SANTAO FORMATO 95...";"1238,00"
"17/07/2025";"23:00:22";2024;2;"Ordinária";"Final";"29/11/2024";4868542138;"PB";"Nota Fiscal";"93005";1;"Outros Recursos";20140000;"Publicidade por materiais impressos";1;"Financeiro";19;"PIX";70939274;53332061;"30/09/2024";"ADESIVO PARA CARRO FORMATO 150X400MM PERSONALIZADO | ADESIVO PERFURADO PERFURADO PERSONALIZADO | BANDEIRA FORMATO 700X1000MM PERSONALIZADO | COLINHAS FORMATO 68X95MM PERSONALIZADO | PRAGUINHAS FORMATO 68X68MM ADESIVO PERSONALIZADO | SANTAO FORMATO 95...";"1238,00"
"17/07/2025";"23:00:22";2024;2;"Ordinária";"Final";"29/11/2024";4868542138;"PB";"Nota Fiscal";"93004";1;"Outros Recursos";20140000;"Publicidade por materiais impressos";1;"Financeiro";19;"PIX";70939277;53332062;"30/09/2024";"ADESIVO PARA CARRO FORMATO 150X400MM PERSONALIZADO | ADESIVO PERFURADO PERFURADO PERSONALIZADO | BANDEIRA FORMATO 700X1000MM PERSONALIZADO | COLINHAS FORMATO 68X95MM PERSONALIZADO | PRAGUINHAS FORMATO 68X68MM ADESIVO PERSONALIZADO | SANTAO FORMATO 95...";"1238,00"
"17/07/2025";"23:00:22";2024;2;"Ordinária";"Final";"29/11/2024";4868542138;"PB";"Nota Fiscal";"92602";2;"Fundo Especial de Financiamento de Campanha";20140000;"Publicidade por materiais impressos";1;"Financeiro";19;"PIX";70939301;53332146;"26/09/2024";"DOBRADA JULIETE MATERIAIS IMPRESSOS";"1238,00"
"17/07/2025";"23:00:22";2024;2;"Ordinária";"Final";"29/11/2024";4868542138;"PB";"Nota Fiscal";"93002";2;"Fundo Especial de Financiamento de Campanha";20140000;"Publicidade por materiais impressos";1;"Financeiro";19;"PIX";70939302;53332150;"30/09/2024";"DOBRADA MARIA DE LOURDES MATERIASI IMPRESSOS";"1238,00"
"17/07/2025";"23:00:22";2024;2;"Ordinária";"Final";"29/11/2024";4868542138;"PB";"Nota Fiscal";"92604";2;"Fundo Especial de Financiamento de Campanha";20140000;"Publicidade por materiais impressos";1;"Financeiro";19;"PIX";70939304;53332176;"26/09/2024";"MATERIAIS GRÁFICOS JULIANA RAQUEL";"1238,00"
"17/07/2025";"23:00:22";2024;2;"Ordinária";"Final";"29/11/2024";4868542138;"PB";"Nota Fiscal";"92603";2;"Fundo Especial de Financiamento de Campanha";20140000;"Publicidade por materiais impressos";1;"Financeiro";19;"PIX";70939375;53332113;"26/09/2024";"ADESIVO CARRO ROMILSON GOMES | ADESIVO PERFURADO 330X800MM ROMILSON GOMES | BANDEIRA 700X1000MM ROMILSON GOMES | COLINHAS 68X95MM ROMILSON GOMES | PRAGUINHAS 68X68MM ROMILSON GOMES | SANTAO 95X136MM ROMILSON GOMES | SANTINHOS 68X95MM ROMILSON GOMES";"1238,00"
"17/07/2025";"23:00:22";2024;2;"Ordinária";"Final";"29/11/2024";4868542138;"PB";"Nota Fiscal";"100104";2;"Fundo Especial de Financiamento de Campanha";20140000;"Publicidade por materiais impressos";1;"Financeiro";19;"PIX";70939471;53332126;"01/10/2024";"ADESIVO CARRO 150X400MM GERMANO DE LIMA | ADESIVO PERFURADO 330X800MM GERMANO DE LIMA | BANDEIRA 700X1000MM GERMANO DE LIMA | COLINHAS 68X95MM GERMANO DE LIMA | PRAGUINHAS 68X68MM GERMANO DE LIMA | SANTAO 95X136MM GERMANO DE LIMA | SANTINHOS 68X95MM ...";"1238,00"
"17/07/2025";"23:00:22";2024;2;"Ordinária";"Final";"29/11/2024";4868542138;"PB";"Nota Fiscal";"92401";2;"Fundo Especial de Financiamento de Campanha";20140000;"Publicidade por materiais impressos";1;"Financeiro";19;"PIX";70939540;53332118;"24/09/2024";"ADESIVO CARRO 150X400MM MARCOS ANTONIO | ADESIVO PERFURADO 330X800MM MARCOS ANTONIO | BANDEIRA 700X1000MM MARCOS ANTONIO | COLINHAS 68X95MM MARCOS ANTONIO | PRAGUINHAS 68X68MM MARCOS ANTONIO | SANTAO 95X136MM MARCOS ANTONIO | SANTINHOS 68X95MM MARCOS...";"1238,00"
"17/07/2025";"23:00:22";2024;2;"Ordinária";"Final";"29/11/2024";4868542138;"PB";"Nota Fiscal";"92603";2;"Fundo Especial de Financiamento de Campanha";20140000;"Publicidade por materiais impressos";1;"Financeiro";19;"PIX";70939608;53332147;"26/09/2024";"DOBRADA JACQUELINE MATERIAIS IMPRESSOS";"1238,00"
"17/07/2025";"23:00:22";2024;2;"Ordinária";"Final";"29/11/2024";4868542138;"PB";"Nota Fiscal";"92601";2;"Fundo Especial de Financiamento de Campanha";20140000;"Publicidade por materiais impressos";1;"Financeiro";19;"PIX";70939609;53332149;"26/09/2024";"DOBRADA MONALIZA MATERIAIS IMPRESSOS";"1238,00"
"17/07/2025";"23:00:22";2024;2;"Ordinária";"Final";"29/11/2024";4868542138;"PB";"Nota Fiscal";"93002";1;"Outros Recursos";20140000;"Publicidade por materiais impressos";1;"Financeiro";19;"PIX";70939677;53332064;"30/09/2024";"ADESIVO PARA CARRO FORMATO 150X400MM PERSONALIZADO | ADESIVO PERFURADO PERFURADO PERSONALIZADO | BANDEIRA FORMATO 700X1000MM PERSONALIZADO | COLINHAS FORMATO 68X95MM PERSONALIZADO | PRAGUINHAS FORMATO 68X68MM ADESIVO PERSONALIZADO | SANTAO FORMATO 95...";"1238,00"
"17/07/2025";"23:00:22";2024;2;"Ordinária";"Final";"29/11/2024";4868542138;"PB";"Nota Fiscal";"100302";1;"Outros Recursos";20140000;"Publicidade por materiais impressos";1;"Financeiro";19;"PIX";70939689;53332088;"03/10/2024";"ADESIVO CARRO ELINALDO | ADESIVO PERFURADO ELINALDO | BANDEIRA 700X1000MM ELINALDO  | COLINHAS 68X95MM ELINALDO  | PRAGUINHAS 68X68MM ELINALDO | SANTAO 95X136MM ELINALDO | SANTINHOS 68X95MM 4X4 ELINALDO";"1238,00"
"17/07/2025";"23:00:22";2024;2;"Ordinária";"Final";"29/11/2024";4868542138;"PB";"Nota Fiscal";"100103";2;"Fundo Especial de Financiamento de Campanha";20140000;"Publicidade por materiais impressos";1;"Financeiro";19;"PIX";70939697;53332125;"01/10/2024";"ADESIVO CARRO 150X400MM JEFFERSON DA SILVA | ADESIVO PERFURADO 330X800MM JEFFERSON DA SILVA | BANDEIRA 700X1000MM JEFFERSON DA SILVA | COLINHAS 68X95MM JEFFERSON DA SILVA | PRAGUINHAS 68X68MM JEFFERSON DA SILVA | SANTAO 95X136MM JEFFERSON DA SILVA | ...";"1238,00"
"17/07/2025";"23:00:22";2024;2;"Ordinária";"Final";"29/11/2024";4868542138;"PB";"Nota Fiscal";"92601";1;"Outros Recursos";20140000;"Publicidade por materiais impressos";1;"Financeiro";19;"PIX";70939100;53332065;"26/09/2024";"ADESIVO PARA CARRO FORMATO 150X400MM PERSONALIZADO | ADESIVO PERFURADO PERFURADO PERSONALIZADO | BANDEIRA FORMATO 700X1000MM PERSONALIZADO | COLINHAS FORMATO 68X95MM PERSONALIZADO | PRAGUINHAS FORMATO 68X68MM ADESIVO PERSONALIZADO | SANTAO FORMATO 95...";"1238,00"
"17/07/2025";"23:00:22";2024;2;"Ordinária";"Final";"29/11/2024";4868542138;"PB";"Nota Fiscal";"100202";1;"Outros Recursos";20140000;"Publicidade por materiais impressos";1;"Financeiro";19;"PIX";70939171;53332051;"02/10/2024";"ADESIVO PARA CARRO FORMATO 150X400MM PERSONALIZADO | ADESIVO PERFURADO PERFURADO PERSONALIZADO | BANDEIRA FORMATO 700X1000MM PERSONALIZADO | COLINHAS FORMATO 68X95MM PERSONALIZADO | PRAGUINHAS FORMATO 68X68MM ADESIVO PERSONALIZADO | SANTAO FORMATO 95...";"1238,00"
"17/07/2025";"23:00:22";2024;2;"Ordinária";"Final";"29/11/2024";4868542138;"PB";"Nota Fiscal";"100102";2;"Fundo Especial de Financiamento de Campanha";20140000;"Publicidade por materiais impressos";1;"Financeiro";19;"PIX";70939298;53332129;"01/10/2024";"ADESIVO CARRO 150X400MM ELIVALDO DA SILVA | ADESIVO PERFURADO 330X800MM ELIVALDO DA SILVA | BANDEIRA 700X1000MM ELIVALDO DA SILVA | COLINHAS 68X95MM ELIVALDO DA SILVA | PRAGUINHAS 68X68MM ELIVALDO DA SILVA | SANTAO 95X136MM ELIVALDO DA SILVA | SANTIN...";"1238,00"
"17/07/2025";"23:00:22";2024;2;"Ordinária";"Final";"29/11/2024";4868542138;"PB";"Nota Fiscal";"100102";1;"Outros Recursos";20140000;"Publicidade por materiais impressos";1;"Financeiro";19;"PIX";70939359;53332057;"01/10/2024";"ADESIVO PARA CARRO FORMATO 150X400MM PERSONALIZADO | ADESIVO PERFURADO PERFURADO PERSONALIZADO | BANDEIRA FORMATO 700X1000MM PERSONALIZADO | COLINHAS FORMATO 68X95MM PERSONALIZADO | PRAGUINHAS FORMATO 68X68MM ADESIVO PERSONALIZADO | SANTAO FORMATO 95...";"1238,00"
"17/07/2025";"23:00:22";2024;2;"Ordinária";"Final";"29/11/2024";4868542138;"PB";"Nota Fiscal";"100201";2;"Fundo Especial de Financiamento de Campanha";20140000;"Publicidade por materiais impressos";1;"Financeiro";19;"PIX";70939376;53332132;"02/10/2024";"ADESIVO PARA CARRO FORMATO 150X400MM | ADESIVO PERFURADO FORMATO 330X800MM COR | BANDEIRA FORMATO 700X1000MM PERSONALIZADO | COLINHAS FORMATO 68X95MM COR 4X4 COUCHE | PRAGUINHAS FORMATO 68X68MM COR 4X0 ADESIVO  | SANTAO FORMATO 95X136MM COR 4X4  | SA...";"1238,00"
"17/07/2025";"23:00:22";2024;2;"Ordinária";"Final";"29/11/2024";4868542138;"PB";"Nota Fiscal";"93006";2;"Fundo Especial de Financiamento de Campanha";20140000;"Publicidade por materiais impressos";1;"Financeiro";19;"PIX";70939386;53332170;"30/09/2024";"ADESIVO CARRO 150X400MM ANDREIA MAYANA  | ADESIVO PERFURADO 330X800MM ANDREIA MAYANA  | BANDEIRA 700X1000MM ANDREIA MAYANA  | COLINHAS 68X95MM ANDREIA MAYANA  | PRAGUINHAS 68X68MM ANDREIA MAYANA  | SANTAO 95X136MM ANDREIA MAYANA  | SANTINHOS 68X95MM ...";"1238,00"
"17/07/2025";"23:00:22";2024;2;"Ordinária";"Final";"29/11/2024";4868542138;"PB";"Nota Fiscal";"100707";1;"Outros Recursos";20140000;"Publicidade por materiais impressos";1;"Financeiro";19;"PIX";70939537;53332073;"07/10/2024";"ADESIVO CARRO 150X400MM ADRIANO | ADESIVO PERFURADO ADRIANO | BANDEIRA 700X1000MM ADRIANO | COLINHAS 68X95MM ADRIANO | PRAGUINHAS 68X68MM ADRIANO | SANTAO 95X136MM ADRIANO | SANTINHOS 68X95MM ADRIANO";"1238,00"
"17/07/2025";"23:00:22";2024;2;"Ordinária";"Final";"29/11/2024";4868542138;"PB";"Nota Fiscal";"93001";2;"Fundo Especial de Financiamento de Campanha";20140000;"Publicidade por materiais impressos";1;"Financeiro";19;"PIX";70939542;53332124;"30/09/2024";"ADESIVO CARRO 150X400MM JEFFERSON ROGERIO | ADESIVO PERFURADO 330X800MM JEFFERSON ROGERIO | BANDEIRA 700X1000MM JEFFERSON ROGERIO | COLINHAS 68X95MM JEFFERSON ROGERIO | PRAGUINHAS 68X68MM JEFFERSON ROGERIO | SANTAO 95X136MM JEFFERSON ROGERIO | SANTIN...";"1238,00"
"17/07/2025";"23:00:22";2024;2;"Ordinária";"Final";"29/11/2024";4868542138;"PB";"Nota Fiscal";"93002";2;"Fundo Especial de Financiamento de Campanha";20140000;"Publicidade por materiais impressos";1;"Financeiro";19;"PIX";70939545;53332174;"30/09/2024";"MATERIAIS GRÁFICOS MARIA DE FATIMA";"1238,00"
